find_in_visits.site	find_in_visits.country	find_in_visits.source	find_in_visits.site2	find_in_visits.traffic_source	find_in_visits.landingpage	find_in_visits.sendingpage	find_in_visits.user	find_in_visits.pages	find_in_visits.timestamps	find_in_visits.year	find_in_visits.month	find_in_visits.day
gwiazdy.wp.pl#	616	243	wp.pl	6	gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/2","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/3","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/4","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/5","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/6","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/7","gwiazdy.wp.pl/malzenstwo-steczkowskiej-nie-bylo-idealne-co-poszlo-nie-tak-6116790098839681g/8"]	[1493380673000,1493380691000,1493380708000,1493380714000,1493380732000,1493380755000,1493380771000,1493380797000]	17	4	28
wiadomosci.wp.pl#	616	243	wp.pl	6	wiadomosci.wp.pl/krajowa-siodemka-zablokowana-wypadek-i-kolizja-6116869073270401a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/krajowa-siodemka-zablokowana-wypadek-i-kolizja-6116869073270401a","wiadomosci.wp.pl/obronca-polski-czy-tryb-w-rosyjskiej-maszynie-kim-jest-tomasz-maciejczuk-6116570371131009a"]	[1493380582000,1493380938000]	17	4	28
mazda.pl*	616	243	google.pl	1160	mazda.pl	google.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["mazda.pl","mazda.pl/juz-wkrotce/cx-5-coming-soon","mazda.pl/assets/poland/cenniki/Cennik_Nowa_Mazda_CX-5.pdf","mazda.pl","mazda.pl/juz-wkrotce/cx-5-coming-soon","mazda.pl/oferta/promocje"]	[1492790183000,1492790205000,1492790279000,1492790524000,1492790536000,1492790542000]	17	4	21
kitco.com*	616	243	kozak-diamonds.pl	5	kitco.com	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1492791641000]	17	4	21
nbp.pl*	616	243	google.pl	1160	nbp.pl/home.aspx?c=/ascx/archa.ascx	google.pl/search?client=opera&q=kursy+walut+nbp&sourceid=opera&ie=UTF-8&oe=UTF-8	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["nbp.pl/home.aspx?c=/ascx/archa.ascx","nbp.pl/transfer.aspx?c=/ascx/ListABCH.ascx&Typ=a&p=rok;mies&navid=archa","nbp.pl/home.aspx?navid=archa&c=/ascx/tabarch.ascx&n=a060z170327"]	[1492791653000,1492791660000,1492791699000]	17	4	21
rp.pl*	616	243	bilion.com.pl	5	rp.pl	bilion.com.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["rp.pl","rp.pl/Sztuka/170429785-Nie-zyje-Magdalena-Abakanowicz.html","rp.pl","rp.pl/Banki/170429796-Oto-najwieksze-banki-swiata.html","rp.pl/Banki/170429796-Oto-najwieksze-banki-swiata.html#ap-1","rp.pl/Banki/304149954-Egipski-miliarder-otwiera-bank-w-Europie.html","rp.pl/Banki/304149954-Egipski-miliarder-otwiera-bank-w-Europie.html#ap-1","rp.pl/Banki/170429796-Oto-najwieksze-banki-swiata.html#ap-1","rp.pl","rp.pl/Terroryzm/170429856-Strzelanina-w-Paryzu-Zabity-policjant.html","rp.pl/Terroryzm/170429856-Strzelanina-w-Paryzu-Zabity-policjant.html#ap-1","rp.pl","rp.pl/Zycie-Pomorza-Zachodniego/304209827-Wojenna-autostrada.html","rp.pl/Zycie-Pomorza-Zachodniego/304209827-Wojenna-autostrada.html#ap-1","rp.pl"]	[1492773291000,1492773318000,1492773337000,1492773352000,1492773394000,1492773426000,1492773444000,1492773490000,1492773494000,1492773537000,1492773641000,1492773724000,1492773731000,1492773841000,1492773860000]	17	4	21
kitco.com	616	243	cinkciarz.pl	5	kitco.com	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1492788914000]	17	4	21
opinie.wp.pl#	616	243	wp.pl	6	opinie.wp.pl/marcin-makowski-kijowski-wydaje-ksiazke-historia-skromnego-informatyka-ktory-podbil-swiat-6114089894283393a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["opinie.wp.pl/marcin-makowski-kijowski-wydaje-ksiazke-historia-skromnego-informatyka-ktory-podbil-swiat-6114089894283393a"]	[1492769048000]	17	4	21
opinie.wp.pl#	616	243	wp.pl	6	opinie.wp.pl/marcin-makowski-strzaly-na-polach-elizejskich-zmienia-wynik-francuskich-wyborow-6114367852848769a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["opinie.wp.pl/marcin-makowski-strzaly-na-polach-elizejskich-zmienia-wynik-francuskich-wyborow-6114367852848769a"]	[1492772479000]	17	4	21
moto.wp.pl#	616	243	wp.pl	6	moto.wp.pl/korea-poludniowa-odesle-niemcom-25-tysiaca-volkswagenow-i-audi-6113642004584577a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moto.wp.pl/korea-poludniowa-odesle-niemcom-25-tysiaca-volkswagenow-i-audi-6113642004584577a"]	[1492771185000]	17	4	21
finanse.wp.pl#	616	243	wp.pl	6	finanse.wp.pl/kat,1033781,title,Monety-kolekcjonerskie-NBP-Ekonomista-Kopernik-w-limitowanej-serii,wid,18755725,wiadomosc.html?ticaid=11902c	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["finanse.wp.pl/kat,1033781,title,Monety-kolekcjonerskie-NBP-Ekonomista-Kopernik-w-limitowanej-serii,wid,18755725,wiadomosc.html?ticaid=11902c"]	[1492771092000]	17	4	21
sportowefakty.wp.pl#	616	243	wp.pl	6	sportowefakty.wp.pl/sportowybar/681741/30-kibicow-zginelo-w-tragicznym-wypadku-ogladali-mecz-manchester-united-anderlec	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/sportowybar/681741/30-kibicow-zginelo-w-tragicznym-wypadku-ogladali-mecz-manchester-united-anderlec"]	[1492770876000]	17	4	21
kobieta.wp.pl#	616	243	wp.pl	6	kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/2","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/3","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/4","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/5","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/6"]	[1492769030000,1492770809000,1492770825000,1492770830000,1492770835000,1492770839000,1492770844000]	17	4	21
kitco.com*	616	243	cinkciarz.pl	5	kitco.com	cinkciarz.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1492788914000]	17	4	21
teleshow.wp.pl#	616	243	gwiazdy.wp.pl	6	teleshow.wp.pl/kurdej-szatan-o-chorobie-dowiedziala-sie-na-planie-zaczelam-plakac-wyszlam-z-hali-6114352241084545a	gwiazdy.wp.pl/co-bylo-powodem-operacji-tomasza-karolaka-6114310769383041a	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["teleshow.wp.pl/kurdej-szatan-o-chorobie-dowiedziala-sie-na-planie-zaczelam-plakac-wyszlam-z-hali-6114352241084545a"]	[1492769154000]	17	4	21
gwiazdy.wp.pl#	616	243	wp.pl	6	gwiazdy.wp.pl/co-bylo-powodem-operacji-tomasza-karolaka-6114310769383041a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["gwiazdy.wp.pl/co-bylo-powodem-operacji-tomasza-karolaka-6114310769383041a"]	[1492769136000]	17	4	21
tech.wp.pl#	616	243	wp.pl	6	tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g","tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g/2","tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g"]	[1492769085000,1492769099000,1492769112000]	17	4	21
defence24.pl	616	243	rp.pl	5	defence24.pl	rp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["defence24.pl","defence24.pl/583195,rumunia-kupi-patrioty-i-himars-bukareszt-wkracza-do-rakietowej-elity-nato-analiza","defence24.pl","defence24.pl","defence24.pl/582291,czarna-seria-katastrof-amerykanskich-smiglowcow","defence24.pl","defence24.pl","defence24.pl/marynarka-wojenna","defence24.pl/581302,rosyjskie-okrety-w-kanale-la-manche-z-brytyjska-eskorta","defence24.pl/sily-powietrzne","defence24.pl/577470,nigeria-zbroi-sie-przeciwko-boko-haram-zgoda-usa-na-dostawy-super-tucano","defence24.pl/wojsko-polskie","defence24.pl/582360,mon-wyslal-wstepne-zapytanie-ws-adelaide-kownacki-za-wczesnie-by-mowic-o-zakupie"]	[1492773887000,1492773910000,1492774029000,1492774226000,1492774274000,1492774347000,1492774491000,1492774547000,1492774563000,1492774656000,1492774681000,1492774761000,1492774777000]	17	4	21
defence24.pl*	616	243	rp.pl	5	defence24.pl	rp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["defence24.pl","defence24.pl/583195,rumunia-kupi-patrioty-i-himars-bukareszt-wkracza-do-rakietowej-elity-nato-analiza","defence24.pl","defence24.pl","defence24.pl/582291,czarna-seria-katastrof-amerykanskich-smiglowcow","defence24.pl","defence24.pl","defence24.pl/marynarka-wojenna","defence24.pl/581302,rosyjskie-okrety-w-kanale-la-manche-z-brytyjska-eskorta","defence24.pl/sily-powietrzne","defence24.pl/577470,nigeria-zbroi-sie-przeciwko-boko-haram-zgoda-usa-na-dostawy-super-tucano","defence24.pl/wojsko-polskie","defence24.pl/582360,mon-wyslal-wstepne-zapytanie-ws-adelaide-kownacki-za-wczesnie-by-mowic-o-zakupie"]	[1492773887000,1492773910000,1492774029000,1492774226000,1492774274000,1492774347000,1492774491000,1492774547000,1492774563000,1492774656000,1492774681000,1492774761000,1492774777000]	17	4	21
kitco.com	616	243	kozak-diamonds.pl	5	kitco.com	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1492772454000]	17	4	21
kitco.com*	616	243	kozak-diamonds.pl	5	kitco.com	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["kitco.com"]	[1492772454000]	17	4	21
member.rapnet.com#	616	243	rapnet.com	6	member.rapnet.com/Login/LoginPage.aspx	rapnet.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["member.rapnet.com/Login/LoginPage.aspx","member.rapnet.com/RapNet","member.rapnet.com/RapNet/MSGCenter/Default.aspx","member.rapnet.com/RapNet/MSGCenter/Default.aspx","member.rapnet.com/RapNet/lotmanager/MySells.aspx","member.rapnet.com/RapNet/lotmanager/MySells.aspx","member.rapnet.com/RapNet/Prices","member.rapnet.com/RapNet/Prices","member.rapnet.com/RapNet/Prices","member.rapnet.com/RapNet/Search/Search.aspx","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936098","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936098","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936131","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936131","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936179","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936179","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936224","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936224","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936233","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936233","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936253","member.rapnet.com/RapNet/Search/Search.aspx","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936908","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936908","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936956","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936956#&&SekF7L4mJMMOSDT9boaSAnKx3OpSOQuFQ9FqK9igd4iwI2czqELe7bNiJqy5Qkh1TCAZ0YcxOpxwTOmCzAECiAv0MA8SFGPXsqvm1kIh0SLDNAIV9b2OR7s+xHIXRrwYCms3KA==","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936956","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936983","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936983","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135937636"]	[1492777205000,1492777217000,1492777227000,1492777232000,1492777249000,1492777256000,1492777283000,1492777409000,1492777547000,1492777559000,1492777651000,1492777660000,1492777675000,1492777683000,1492777708000,1492777734000,1492777754000,1492777764000,1492777770000,1492777775000,1492777797000,1492777809000,1492778507000,1492778544000,1492778553000,1492778571000,1492778579000,1492778586000,1492779425000,1492779447000]	17	4	21
wp.pl	616	243	kozak-diamonds.pl	5	wp.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl"]	[1492768934000,1492769042000,1492769066000,1492769118000,1492769186000,1492770762000,1492770859000,1492770909000,1492771127000,1492771215000,1492772463000,1492772586000,1492772904000]	17	4	21
wp.pl*	616	243	kozak-diamonds.pl	5	wp.pl	kozak-diamonds.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g","wp.pl","opinie.wp.pl/marcin-makowski-kijowski-wydaje-ksiazke-historia-skromnego-informatyka-ktory-podbil-swiat-6114089894283393a","wp.pl","tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g","tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g/2","tech.wp.pl/mi-8-kalasznikow-wsrod-smiglowcow-6114066279458433g","wp.pl","gwiazdy.wp.pl/co-bylo-powodem-operacji-tomasza-karolaka-6114310769383041a","teleshow.wp.pl/kurdej-szatan-o-chorobie-dowiedziala-sie-na-planie-zaczelam-plakac-wyszlam-z-hali-6114352241084545a","wp.pl","wp.pl","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/2","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/3","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/4","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/5","kobieta.wp.pl/zbiera-sukienki-dla-corki-i-skladuje-pod-lozkiem-6114070395418241g/6","wp.pl","sportowefakty.wp.pl/sportowybar/681741/30-kibicow-zginelo-w-tragicznym-wypadku-ogladali-mecz-manchester-united-anderlec","wp.pl","finanse.wp.pl/kat,1033781,title,Monety-kolekcjonerskie-NBP-Ekonomista-Kopernik-w-limitowanej-serii,wid,18755725,wiadomosc.html?ticaid=11902c","wp.pl","moto.wp.pl/korea-poludniowa-odesle-niemcom-25-tysiaca-volkswagenow-i-audi-6113642004584577a","wp.pl","wp.pl","opinie.wp.pl/marcin-makowski-strzaly-na-polach-elizejskich-zmienia-wynik-francuskich-wyborow-6114367852848769a","wp.pl","wp.pl"]	[1492768934000,1492769030000,1492769042000,1492769048000,1492769066000,1492769085000,1492769099000,1492769112000,1492769118000,1492769136000,1492769154000,1492769186000,1492770762000,1492770809000,1492770825000,1492770830000,1492770835000,1492770839000,1492770844000,1492770859000,1492770876000,1492770909000,1492771092000,1492771127000,1492771185000,1492771215000,1492772463000,1492772479000,1492772586000,1492772904000]	17	4	21
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/sportowybar/681741/30-kibicow-zginelo-w-tragicznym-wypadku-ogladali-mecz-manchester-united-anderlec	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/sportowybar/681741/30-kibicow-zginelo-w-tragicznym-wypadku-ogladali-mecz-manchester-united-anderlec"]	[1492770876000]	17	4	21
moto.wp.pl	616	243	wp.pl	6	moto.wp.pl/korea-poludniowa-odesle-niemcom-25-tysiaca-volkswagenow-i-audi-6113642004584577a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moto.wp.pl/korea-poludniowa-odesle-niemcom-25-tysiaca-volkswagenow-i-audi-6113642004584577a"]	[1492771185000]	17	4	21
rp.pl	616	243	bilion.com.pl	5	rp.pl	bilion.com.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["rp.pl","rp.pl/Sztuka/170429785-Nie-zyje-Magdalena-Abakanowicz.html","rp.pl","rp.pl/Banki/170429796-Oto-najwieksze-banki-swiata.html","rp.pl/Banki/170429796-Oto-najwieksze-banki-swiata.html#ap-1","rp.pl/Banki/304149954-Egipski-miliarder-otwiera-bank-w-Europie.html","rp.pl/Banki/304149954-Egipski-miliarder-otwiera-bank-w-Europie.html#ap-1","rp.pl/Banki/170429796-Oto-najwieksze-banki-swiata.html#ap-1","rp.pl","rp.pl/Terroryzm/170429856-Strzelanina-w-Paryzu-Zabity-policjant.html","rp.pl/Terroryzm/170429856-Strzelanina-w-Paryzu-Zabity-policjant.html#ap-1","rp.pl","rp.pl/Zycie-Pomorza-Zachodniego/304209827-Wojenna-autostrada.html","rp.pl/Zycie-Pomorza-Zachodniego/304209827-Wojenna-autostrada.html#ap-1","rp.pl"]	[1492773291000,1492773318000,1492773337000,1492773352000,1492773394000,1492773426000,1492773444000,1492773490000,1492773494000,1492773537000,1492773641000,1492773724000,1492773731000,1492773841000,1492773860000]	17	4	21
film.wp.pl#	616	243	wp.pl	6	film.wp.pl/program-tv-na-piatek-zbuntowana-dowod-zyciajurassic-world-mroczny-rycerz-powstaje-21-04-2017-6114311383672961a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["film.wp.pl/program-tv-na-piatek-zbuntowana-dowod-zyciajurassic-world-mroczny-rycerz-powstaje-21-04-2017-6114311383672961a"]	[1492789025000]	17	4	21
komorkomania.pl*	616	243	wp.pl	6	komorkomania.pl/34518,sharp-aquos-r-oficjalnie	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["komorkomania.pl/34518,sharp-aquos-r-oficjalnie"]	[1492789233000]	17	4	21
member.rapnet.com	616	243	rapnet.com	6	member.rapnet.com/Login/LoginPage.aspx	rapnet.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["member.rapnet.com/Login/LoginPage.aspx","member.rapnet.com/RapNet","member.rapnet.com/RapNet/MSGCenter/Default.aspx","member.rapnet.com/RapNet/MSGCenter/Default.aspx","member.rapnet.com/RapNet/lotmanager/MySells.aspx","member.rapnet.com/RapNet/lotmanager/MySells.aspx","member.rapnet.com/RapNet/Prices","member.rapnet.com/RapNet/Prices","member.rapnet.com/RapNet/Prices","member.rapnet.com/RapNet/Search/Search.aspx","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936098","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936098","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936131","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936131","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936179","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936179","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936224","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936224","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936233","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936233","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936253","member.rapnet.com/RapNet/Search/Search.aspx","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936908","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936908","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936956","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936956#&&SekF7L4mJMMOSDT9boaSAnKx3OpSOQuFQ9FqK9igd4iwI2czqELe7bNiJqy5Qkh1TCAZ0YcxOpxwTOmCzAECiAv0MA8SFGPXsqvm1kIh0SLDNAIV9b2OR7s+xHIXRrwYCms3KA==","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936956","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135936983","member.rapnet.com/RapNet/Search/Search.aspx?SearchSessionID=135936983","member.rapnet.com/RapNet/Search/Results.aspx?SearchSessionID=135937636"]	[1492777205000,1492777217000,1492777227000,1492777232000,1492777249000,1492777256000,1492777283000,1492777409000,1492777547000,1492777559000,1492777651000,1492777660000,1492777675000,1492777683000,1492777708000,1492777734000,1492777754000,1492777764000,1492777770000,1492777775000,1492777797000,1492777809000,1492778507000,1492778544000,1492778553000,1492778571000,1492778579000,1492778586000,1492779425000,1492779447000]	17	4	21
wp.pl	616	243	kitco.com	5	wp.pl	kitco.com	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl","wp.pl"]	[1492788928000,1492788992000,1492789067000,1492789143000,1492789182000,1492789223000,1492789299000,1492789368000]	17	4	21
sportowefakty.wp.pl	616	243	wp.pl	6	sportowefakty.wp.pl/pilka-nozna/681646/nenad-bjelica-polacy-ucza-mnie-spokoju	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["sportowefakty.wp.pl/pilka-nozna/681646/nenad-bjelica-polacy-ucza-mnie-spokoju"]	[1492788962000]	17	4	21
film.wp.pl	616	243	wp.pl	6	film.wp.pl/program-tv-na-piatek-zbuntowana-dowod-zyciajurassic-world-mroczny-rycerz-powstaje-21-04-2017-6114311383672961a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["film.wp.pl/program-tv-na-piatek-zbuntowana-dowod-zyciajurassic-world-mroczny-rycerz-powstaje-21-04-2017-6114311383672961a"]	[1492789025000]	17	4	21
rapnet.com	616	243	space24.pl	5	rapnet.com	space24.pl/582596,mechanizm-dokowania-amerykanskich-wahadlowcow-z-polskim-udzialem-wideo	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["rapnet.com"]	[1492777200000]	17	4	21
space24.pl	616	243	defence24.pl	6	space24.pl/583509,700-dni-na-orbicie-tajny-wahadlowiec-bije-wlasny-rekord	defence24.pl/580003,usa-pracuja-nad-bronia-elektromagnetyczna-odpowiedz-na-taktyczne-ladunki-jadrowe	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["space24.pl/583509,700-dni-na-orbicie-tajny-wahadlowiec-bije-wlasny-rekord","space24.pl/582596,mechanizm-dokowania-amerykanskich-wahadlowcow-z-polskim-udzialem-wideo","space24.pl/571851,zalogowe-loty-kosmiczne-usa-kiedy-przelamanie-impasu-analiza","space24.pl/582596,mechanizm-dokowania-amerykanskich-wahadlowcow-z-polskim-udzialem-wideo"]	[1492776735000,1492776822000,1492776924000,1492777192000]	17	4	21
defence24.pl	616	243	NULL	6	defence24.pl/wojsko-polskie	NULL	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["defence24.pl/wojsko-polskie","defence24.pl/580003,usa-pracuja-nad-bronia-elektromagnetyczna-odpowiedz-na-taktyczne-ladunki-jadrowe"]	[1492776718000,1492776727000]	17	4	21
cyberdefence24.pl	616	243	defence24.pl	6	cyberdefence24.pl/581675,cyfrowy-sabotaz-przyczyna-fiaska-polnocnokoreanskiej-rakiety-analiza	defence24.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["cyberdefence24.pl/581675,cyfrowy-sabotaz-przyczyna-fiaska-polnocnokoreanskiej-rakiety-analiza"]	[1492774362000]	17	4	21
wiadomosci.wp.pl#	616	243	wp.pl	6	wiadomosci.wp.pl/policjantka-z-wyrokiem-za-falszywe-zeznania-6114411492411521a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["wiadomosci.wp.pl/policjantka-z-wyrokiem-za-falszywe-zeznania-6114411492411521a","wiadomosci.wp.pl/chcieli-uczcic-tadeusza-mazowieckiego-poslowie-pis-wyszli-z-sali-6114405835483265a"]	[1492789091000,1492789304000]	17	4	21
moto.wp.pl#	616	243	wp.pl	6	moto.wp.pl/suzuki-pracuje-nad-hybrydowym-skuterem-przednie-kolo-ma-napedzac-silnik-elektryczny-6114449755678337a	wp.pl	2tB5vyXagJNOKoMiU6gzO0b1D1WPG8xU	["moto.wp.pl/suzuki-pracuje-nad-hybrydowym-skuterem-przednie-kolo-ma-napedzac-silnik-elektryczny-6114449755678337a"]	[1492789198000]	17	4	21
